C:\Users\kelke\Desktop\datanew\IMG\center_2020_05_28_12_23_43_435.jpg, C:\Users\kelke\Desktop\datanew\IMG\left_2020_05_28_12_23_43_435.jpg, C:\Users\kelke\Desktop\datanew\IMG\right_2020_05_28_12_23_43_435.jpg, 0, 1, 0, 30.19017
C:\Users\kelke\Desktop\datanew\IMG\center_2020_05_28_12_23_43_538.jpg, C:\Users\kelke\Desktop\datanew\IMG\left_2020_05_28_12_23_43_538.jpg, C:\Users\kelke\Desktop\datanew\IMG\right_2020_05_28_12_23_43_538.jpg, 0, 1, 0, 30.19016
C:\Users\kelke\Desktop\datanew\IMG\center_2020_05_28_12_23_43_640.jpg, C:\Users\kelke\Desktop\datanew\IMG\left_2020_05_28_12_23_43_640.jpg, C:\Users\kelke\Desktop\datanew\IMG\right_2020_05_28_12_23_43_640.jpg, -0.1003902, 1, 0, 30.18779
C:\Users\kelke\Desktop\datanew\IMG\center_2020_05_28_12_23_43_746.jpg, C:\Users\kelke\Desktop\datanew\IMG\left_2020_05_28_12_23_43_746.jpg, C:\Users\kelke\Desktop\datanew\IMG\right_2020_05_28_12_23_43_746.jpg, -0.4138731, 1, 0, 30.15524
C:\Users\kelke\Desktop\datanew\IMG\center_2020_05_28_12_23_43_849.jpg, C:\Users\kelke\Desktop\datanew\IMG\left_2020_05_28_12_23_43_849.jpg, C:\Users\kelke\Desktop\datanew\IMG\right_2020_05_28_12_23_43_849.jpg, -0.1016934, 1, 0, 30.19188
C:\Users\kelke\Desktop\datanew\IMG\center_2020_05_28_12_23_43_952.jpg, C:\Users\kelke\Desktop\datanew\IMG\left_2020_05_28_12_23_43_952.jpg, C:\Users\kelke\Desktop\datanew\IMG\right_2020_05_28_12_23_43_952.jpg, 0, 1, 0, 30.18932
C:\Users\kelke\Desktop\datanew\IMG\center_2020_05_28_12_23_44_056.jpg, C:\Users\kelke\Desktop\datanew\IMG\left_2020_05_28_12_23_44_056.jpg, C:\Users\kelke\Desktop\datanew\IMG\right_2020_05_28_12_23_44_056.jpg, 0, 1, 0, 30.1905
C:\Users\kelke\Desktop\datanew\IMG\center_2020_05_28_12_23_44_162.jpg, C:\Users\kelke\Desktop\datanew\IMG\left_2020_05_28_12_23_44_162.jpg, C:\Users\kelke\Desktop\datanew\IMG\right_2020_05_28_12_23_44_162.jpg, 0, 1, 0, 30.19062
C:\Users\kelke\Desktop\datanew\IMG\center_2020_05_28_12_23_44_268.jpg, C:\Users\kelke\Desktop\datanew\IMG\left_2020_05_28_12_23_44_268.jpg, C:\Users\kelke\Desktop\datanew\IMG\right_2020_05_28_12_23_44_268.jpg, 0, 1, 0, 30.19067
C:\Users\kelke\Desktop\datanew\IMG\center_2020_05_28_12_23_44_369.jpg, C:\Users\kelke\Desktop\datanew\IMG\left_2020_05_28_12_23_44_369.jpg, C:\Users\kelke\Desktop\datanew\IMG\right_2020_05_28_12_23_44_369.jpg, 0, 1, 0, 30.1907
C:\Users\kelke\Desktop\datanew\IMG\center_2020_05_28_12_23_44_474.jpg, C:\Users\kelke\Desktop\datanew\IMG\left_2020_05_28_12_23_44_474.jpg, C:\Users\kelke\Desktop\datanew\IMG\right_2020_05_28_12_23_44_474.jpg, 0, 1, 0, 30.19091
C:\Users\kelke\Desktop\datanew\IMG\center_2020_05_28_12_23_44_576.jpg, C:\Users\kelke\Desktop\datanew\IMG\left_2020_05_28_12_23_44_576.jpg, C:\Users\kelke\Desktop\datanew\IMG\right_2020_05_28_12_23_44_576.jpg, 0, 1, 0, 30.1903
C:\Users\kelke\Desktop\datanew\IMG\center_2020_05_28_12_23_44_679.jpg, C:\Users\kelke\Desktop\datanew\IMG\left_2020_05_28_12_23_44_679.jpg, C:\Users\kelke\Desktop\datanew\IMG\right_2020_05_28_12_23_44_679.jpg, 0, 1, 0, 30.19043
C:\Users\kelke\Desktop\datanew\IMG\center_2020_05_28_12_23_44_784.jpg, C:\Users\kelke\Desktop\datanew\IMG\left_2020_05_28_12_23_44_784.jpg, C:\Users\kelke\Desktop\datanew\IMG\right_2020_05_28_12_23_44_784.jpg, 0, 1, 0, 30.19012
C:\Users\kelke\Desktop\datanew\IMG\center_2020_05_28_12_23_44_888.jpg, C:\Users\kelke\Desktop\datanew\IMG\left_2020_05_28_12_23_44_888.jpg, C:\Users\kelke\Desktop\datanew\IMG\right_2020_05_28_12_23_44_888.jpg, 0, 1, 0, 30.19031
C:\Users\kelke\Desktop\datanew\IMG\center_2020_05_28_12_23_44_991.jpg, C:\Users\kelke\Desktop\datanew\IMG\left_2020_05_28_12_23_44_991.jpg, C:\Users\kelke\Desktop\datanew\IMG\right_2020_05_28_12_23_44_991.jpg, 0, 1, 0, 30.19032
C:\Users\kelke\Desktop\datanew\IMG\center_2020_05_28_12_23_45_097.jpg, C:\Users\kelke\Desktop\datanew\IMG\left_2020_05_28_12_23_45_097.jpg, C:\Users\kelke\Desktop\datanew\IMG\right_2020_05_28_12_23_45_097.jpg, 0, 1, 0, 30.19028
C:\Users\kelke\Desktop\datanew\IMG\center_2020_05_28_12_23_45_197.jpg, C:\Users\kelke\Desktop\datanew\IMG\left_2020_05_28_12_23_45_197.jpg, C:\Users\kelke\Desktop\datanew\IMG\right_2020_05_28_12_23_45_197.jpg, 0, 1, 0, 30.1903
C:\Users\kelke\Desktop\datanew\IMG\center_2020_05_28_12_23_45_300.jpg, C:\Users\kelke\Desktop\datanew\IMG\left_2020_05_28_12_23_45_300.jpg, C:\Users\kelke\Desktop\datanew\IMG\right_2020_05_28_12_23_45_300.jpg, 0, 1, 0, 30.1903
C:\Users\kelke\Desktop\datanew\IMG\center_2020_05_28_12_23_45_407.jpg, C:\Users\kelke\Desktop\datanew\IMG\left_2020_05_28_12_23_45_407.jpg, C:\Users\kelke\Desktop\datanew\IMG\right_2020_05_28_12_23_45_407.jpg, 0, 1, 0, 30.1903
C:\Users\kelke\Desktop\datanew\IMG\center_2020_05_28_12_23_45_511.jpg, C:\Users\kelke\Desktop\datanew\IMG\left_2020_05_28_12_23_45_511.jpg, C:\Users\kelke\Desktop\datanew\IMG\right_2020_05_28_12_23_45_511.jpg, 0, 1, 0, 30.1903
C:\Users\kelke\Desktop\datanew\IMG\center_2020_05_28_12_23_45_613.jpg, C:\Users\kelke\Desktop\datanew\IMG\left_2020_05_28_12_23_45_613.jpg, C:\Users\kelke\Desktop\datanew\IMG\right_2020_05_28_12_23_45_613.jpg, 0, 1, 0, 30.19031
C:\Users\kelke\Desktop\datanew\IMG\center_2020_05_28_12_23_45_719.jpg, C:\Users\kelke\Desktop\datanew\IMG\left_2020_05_28_12_23_45_719.jpg, C:\Users\kelke\Desktop\datanew\IMG\right_2020_05_28_12_23_45_719.jpg, 0, 1, 0, 30.19031
C:\Users\kelke\Desktop\datanew\IMG\center_2020_05_28_12_23_45_822.jpg, C:\Users\kelke\Desktop\datanew\IMG\left_2020_05_28_12_23_45_822.jpg, C:\Users\kelke\Desktop\datanew\IMG\right_2020_05_28_12_23_45_822.jpg, 0, 1, 0, 30.19026
C:\Users\kelke\Desktop\datanew\IMG\center_2020_05_28_12_23_45_927.jpg, C:\Users\kelke\Desktop\datanew\IMG\left_2020_05_28_12_23_45_927.jpg, C:\Users\kelke\Desktop\datanew\IMG\right_2020_05_28_12_23_45_927.jpg, 0, 1, 0, 30.19033
C:\Users\kelke\Desktop\datanew\IMG\center_2020_05_28_12_23_46_033.jpg, C:\Users\kelke\Desktop\datanew\IMG\left_2020_05_28_12_23_46_033.jpg, C:\Users\kelke\Desktop\datanew\IMG\right_2020_05_28_12_23_46_033.jpg, 0, 1, 0, 30.19024
C:\Users\kelke\Desktop\datanew\IMG\center_2020_05_28_12_23_46_134.jpg, C:\Users\kelke\Desktop\datanew\IMG\left_2020_05_28_12_23_46_134.jpg, C:\Users\kelke\Desktop\datanew\IMG\right_2020_05_28_12_23_46_134.jpg, 0, 1, 0, 30.19029
C:\Users\kelke\Desktop\datanew\IMG\center_2020_05_28_12_23_46_235.jpg, C:\Users\kelke\Desktop\datanew\IMG\left_2020_05_28_12_23_46_235.jpg, C:\Users\kelke\Desktop\datanew\IMG\right_2020_05_28_12_23_46_235.jpg, 0, 1, 0, 30.19028
C:\Users\kelke\Desktop\datanew\IMG\center_2020_05_28_12_23_46_337.jpg, C:\Users\kelke\Desktop\datanew\IMG\left_2020_05_28_12_23_46_337.jpg, C:\Users\kelke\Desktop\datanew\IMG\right_2020_05_28_12_23_46_337.jpg, 0, 1, 0, 30.19027
C:\Users\kelke\Desktop\datanew\IMG\center_2020_05_28_12_23_46_440.jpg, C:\Users\kelke\Desktop\datanew\IMG\left_2020_05_28_12_23_46_440.jpg, C:\Users\kelke\Desktop\datanew\IMG\right_2020_05_28_12_23_46_440.jpg, 0, 1, 0, 30.19028
C:\Users\kelke\Desktop\datanew\IMG\center_2020_05_28_12_23_46_540.jpg, C:\Users\kelke\Desktop\datanew\IMG\left_2020_05_28_12_23_46_540.jpg, C:\Users\kelke\Desktop\datanew\IMG\right_2020_05_28_12_23_46_540.jpg, 0, 1, 0, 30.19029
